Order ID,Category,Amount,ship-state,Qty
405-8772606-5061131,kurta,399.0,KARNATAKA,1
406-3305547-3686710,Set,1099.0,KARNATAKA,1
402-3371998-4183556,kurta,363.0,MAHARASHTRA,1
171-2567441-8984357,Blouse,460.0,TELANGANA,1
403-4525295-5316340,Set,635.0,ANDHRA PRADESH,1
404-8643821-6142725,Top,359.0,GUJARAT,1
405-3589580-3997913,kurta,666.0,WEST BENGAL,1
405-4731048-2917164,kurta,475.0,ODISHA,1
406-6197264-6778753,kurta,329.0,GUJARAT,1
406-3388542-6578713,Set,660.0,KARNATAKA,1
403-6562456-6880358,kurta,295.0,UTTAR PRADESH,1
405-9573397-6592342,Set,884.0,UTTAR PRADESH,1
403-1855610-2487568,Western Dress,588.0,KARNATAKA,1
405-9764204-6129955,Set,1112.0,MAHARASHTRA,1
404-0861355-2970727,kurta,435.0,MAHARASHTRA,1
404-0861355-2970727,Set,1112.0,MAHARASHTRA,1
402-0831137-4853159,kurta,442.0,MADHYA PRADESH,1
408-9250434-4896326,Set,666.0,JAMMU & KASHMIR,1
171-7073993-4094733,kurta,421.0,GUJARAT,1
402-6767778-0781934,Set,759.0,MADHYA PRADESH,1
408-2289950-3848312,Western Dress,0.0,UTTAR PRADESH,1
407-4269099-5537949,Set,1112.0,GOA,1
405-8849473-1733917,kurta,495.0,ANDHRA PRADESH,1
406-3911153-6663553,Top,339.0,DELHI,1
405-4814700-1620309,Set,888.0,UTTAR PRADESH,1
408-4107252-9660303,Set,0.0,MAHARASHTRA,1
405-6493068-8012320,Set,1112.0,ANDHRA PRADESH,1
402-1714969-7265966,Set,999.0,TELANGANA,1
408-1908594-7761169,Set,0.0,ODISHA,1
408-8628196-5881942,kurta,399.0,ANDHRA PRADESH,1
407-6374870-3377928,Top,518.0,MAHARASHTRA,1
408-6930414-9332323,kurta,0.0,KARNATAKA,1
408-9031724-4448302,Set,0.0,UTTAR PRADESH,1
405-0582648-1113151,Set,648.0,RAJASTHAN,1
406-6965931-4562702,Set,545.0,KERALA,1
408-2959969-0129964,Set,597.0,TAMIL NADU,1
408-9822177-5234707,kurta,399.0,MAHARASHTRA,1
403-8823645-5181164,kurta,399.0,ANDHRA PRADESH,1
403-3452596-1413158,kurta,671.0,KARNATAKA,1
403-9777082-0300338,kurta,579.0,KARNATAKA,1
407-1091918-4892336,kurta,318.0,ASSAM,1
404-7478762-7926753,Set,563.0,RAJSHTHAN,1
403-4173226-7801112,kurta,432.0,MAHARASHTRA,1
403-8779259-9697118,Set,1099.0,MAHARASHTRA,1
407-5156228-1669165,Top,339.0,MANIPUR,1
406-3869949-8233151,Western Dress,791.0,TELANGANA,1
407-6109531-3961148,Western Dress,791.0,MAHARASHTRA,1
407-6278783-8170721,Set,788.0,MAHARASHTRA,1
404-9097841-1320355,kurta,435.0,JHARKHAND,1
408-9747921-6552310,Western Dress,833.0,MAHARASHTRA,1
404-4073817-5236341,Top,493.0,WEST BENGAL,1
404-0905151-4012332,kurta,452.0,GUJARAT,1
404-0905151-4012332,kurta,549.0,GUJARAT,1
403-0381055-7009966,Set,654.0,DELHI,1
403-0381055-7009966,kurta,368.0,DELHI,1
403-0381055-7009966,Set,1186.0,DELHI,1
406-0164794-0113125,Set,597.0,DELHI,1
406-0164794-0113125,Set,597.0,DELHI,1
402-7437725-0345169,Set,1065.0,MAHARASHTRA,1
406-8553839-5012329,kurta,459.0,BIHAR,1
403-5962258-0477121,Set,666.0,ANDHRA PRADESH,1
406-6692691-6039530,Set,599.0,GUJARAT,1
405-2326874-6297137,kurta,458.0,KARNATAKA,1
403-5186728-8852366,Top,463.0,UTTAR PRADESH,1
403-9288379-6424334,Set,626.0,ANDHRA PRADESH,1
405-1278475-2369113,Top,432.0,WEST BENGAL,1
408-4251554-9551518,Set,666.0,KARNATAKA,1
171-7141740-2711551,Set,1133.0,TELANGANA,1
402-9257564-5053145,Top,487.0,HARYANA,1
408-0290944-1259549,kurta,487.0,KARNATAKA,1
404-6129345-8277113,Western Dress,885.0,KERALA,1
407-9040663-0823566,Set,1260.0,BIHAR,1
402-5079522-8896321,Set,788.0,TELANGANA,1
404-7652245-0425103,Set,597.0,WEST BENGAL,1
402-2988805-5264308,Bottom,518.0,KERALA,1
408-5055302-6140306,Set,788.0,TAMIL NADU,1
403-3552651-1312359,Set,916.0,KARNATAKA,1
407-2046414-0845944,Western Dress,791.0,TELANGANA,1
407-4733113-9553108,Set,1238.0,KARNATAKA,1
402-0807056-6323566,Set,1115.0,RAJASTHAN,1
407-2202452-4707556,kurta,399.0,DELHI,1
406-1042470-2997131,kurta,435.0,TAMIL NADU,1
403-7557581-3415536,Set,968.0,HARYANA,1
171-8366695-2888365,Set,1112.0,DELHI,1
171-8796589-0005928,kurta,353.0,ANDHRA PRADESH,1
402-1302172-9846726,Set,626.0,MAHARASHTRA,1
402-5216954-4984347,Set,825.0,DELHI,1
171-7032122-4502708,Set,626.0,MAHARASHTRA,1
404-5469072-1907536,Set,597.0,GUJARAT,1
407-0324752-6505934,Set,1112.0,DELHI,1
402-7039490-5441117,Western Dress,744.0,MAHARASHTRA,1
171-9976088-4097962,kurta,599.0,DELHI,1
406-3766998-8618768,kurta,399.0,MAHARASHTRA,1
402-8062358-5444355,kurta,362.0,CHHATTISGARH,1
403-7187858-2275517,kurta,459.0,DELHI,1
405-7628490-5332332,kurta,487.0,KERALA,1
405-7628490-5332332,kurta,435.0,KERALA,1
407-5234227-3961136,kurta,399.0,PUNJAB,1
405-9016205-7553933,kurta,442.0,KARNATAKA,1
405-6285833-2479528,Set,692.0,UTTAR PRADESH,1
408-5386091-9336306,Set,824.0,MAHARASHTRA,1
403-5481294-7957928,kurta,568.0,KERALA,1
403-9744843-9996320,Set,1099.0,WEST BENGAL,1
406-9480548-7693101,Set,1432.0,UTTARAKHAND,1
171-8403811-4499517,Set,597.0,TELANGANA,1
408-4563887-9018736,Western Dress,885.0,RAJASTHAN,1
406-1329342-2337951,Top,399.0,TAMIL NADU,1
171-0425193-9577929,Set,801.0,MAHARASHTRA,1
402-5488497-1033935,kurta,435.0,TELANGANA,1
171-8321298-6265121,Set,563.0,NAGALAND,1
403-5779486-2478729,Set,1254.0,UTTAR PRADESH,1
408-0401573-6186701,kurta,363.0,KARNATAKA,1
405-7231028-8645968,Set,1065.0,KARNATAKA,1
171-2643767-2383541,Western Dress,825.0,MAHARASHTRA,1
407-9927607-7318729,Set,968.0,MADHYA PRADESH,1
404-5612447-0656301,kurta,376.0,TAMIL NADU,1
403-8717835-8417929,Set,597.0,KARNATAKA,1
404-1348227-3107560,Set,597.0,MAHARASHTRA,1
403-6094724-8502762,kurta,399.0,HARYANA,1
408-8305539-8607522,kurta,1099.0,TAMIL NADU,1
404-6715734-1108300,Set,1112.0,GUJARAT,1
403-1523886-4893904,Set,654.0,UTTAR PRADESH,1
405-1427493-4542705,Set,969.0,TELANGANA,1
406-0070548-5071533,Top,540.0,MAHARASHTRA,1
171-0061826-2503521,Western Dress,825.0,KARNATAKA,1
408-6778157-8983563,Set,545.0,UTTAR PRADESH,1
408-6778157-8983563,Set,729.0,UTTAR PRADESH,1
408-6778157-8983563,Set,1033.0,UTTAR PRADESH,1
408-6778157-8983563,kurta,476.0,UTTAR PRADESH,1
405-7515503-4109139,kurta,299.0,ODISHA,1
408-1109785-4341142,Top,518.0,KERALA,1
405-8774879-7201139,Set,696.0,MADHYA PRADESH,1
403-3407785-9477130,Set,1099.0,WEST BENGAL,1
404-1769970-9261950,Set,1112.0,MAHARASHTRA,1
406-6521556-4005926,kurta,399.0,TELANGANA,1
407-6025735-9805927,kurta,517.0,MAHARASHTRA,1
171-9777478-5570716,Set,1140.0,DELHI,1
405-5278889-7424344,Set,696.0,MAHARASHTRA,1
402-6102476-5957945,Blouse,665.0,TAMIL NADU,1
405-7824994-9497108,Set,1112.0,MAHARASHTRA,1
406-3118945-6943501,Set,788.0,DELHI,1
402-8508102-8205929,kurta,990.0,BIHAR,2
171-1077094-8460354,kurta,459.0,HARYANA,1
405-4429106-8201936,Top,432.0,HARYANA,1
405-5171282-5252335,kurta,376.0,DELHI,1
405-5773896-9062739,Top,599.0,KARNATAKA,1
171-6400746-2493159,Set,1112.0,DELHI,1
408-6081085-7231524,Western Dress,744.0,TELANGANA,1
405-1472936-7023547,Set,545.0,TAMIL NADU,1
402-8215677-4776351,Set,597.0,UTTAR PRADESH,1
408-1943885-6235541,Top,487.0,MAHARASHTRA,1
403-4838561-9251513,Set,801.0,JHARKHAND,1
403-0619409-6085957,kurta,432.0,KERALA,1
171-2021569-2809919,Set,645.0,WEST BENGAL,1
403-6925265-8157929,Set,1133.0,GUJARAT,1
408-2004449-6350760,kurta,435.0,TELANGANA,1
403-7733147-0030721,kurta,597.0,KARNATAKA,1
406-3386353-9708310,kurta,568.0,GUJARAT,1
408-1684303-4174760,kurta,442.0,MAHARASHTRA,1
408-1939925-0974735,Top,339.0,UTTAR PRADESH,1
408-7798096-6116356,kurta,329.0,UTTAR PRADESH,1
408-7798096-6116356,kurta,295.0,UTTAR PRADESH,1
408-7798096-6116356,kurta,368.0,UTTAR PRADESH,1
408-7798096-6116356,kurta,362.0,UTTAR PRADESH,1
408-7798096-6116356,kurta,362.0,UTTAR PRADESH,1
171-9259473-7667520,kurta,406.0,DELHI,1
171-2915678-2366721,kurta,442.0,DELHI,1
408-8948633-8521900,Bottom,0.0,KARNATAKA,1
406-2245463-2680306,Top,487.0,MAHARASHTRA,1
406-3170031-4965929,Set,1065.0,ANDHRA PRADESH,1
406-2797935-5850720,Set,967.0,ANDHRA PRADESH,1
406-2797935-5850720,Set,1112.0,ANDHRA PRADESH,1
406-3383857-8159554,kurta,352.0,TAMIL NADU,1
404-0147269-8120350,kurta,399.0,MAHARASHTRA,1
408-2119504-9432360,Blouse,460.0,MAHARASHTRA,1
171-3519449-1856316,Set,1065.0,BIHAR,1
404-6078612-2712363,kurta,459.0,TAMIL NADU,1
406-9838692-4397115,Top,487.0,UTTAR PRADESH,1
407-3372628-6827539,Top,625.0,TAMIL NADU,1
404-0652755-6181138,kurta,526.0,TAMIL NADU,1
403-5105892-4929145,Top,487.0,WEST BENGAL,1
402-8153832-7938744,kurta,352.0,TELANGANA,1
406-7455558-9750768,kurta,484.0,MAHARASHTRA,1
404-5167387-3329926,Set,563.0,KARNATAKA,1
402-1774141-5620355,Top,518.0,TAMIL NADU,1
405-6535051-0840328,Set,788.0,KARNATAKA,1
407-0774765-4858752,kurta,375.0,UTTAR PRADESH,1
407-4224181-0245127,Top,568.0,ODISHA,1
408-6825240-3952306,Set,449.0,KARNATAKA,1
171-5664241-6502730,Set,818.0,UTTAR PRADESH,1
171-5437418-2390724,kurta,399.0,KERALA,1
406-3052636-8301103,Set,1112.0,MAHARASHTRA,1
405-6715440-4333108,kurta,474.0,HARYANA,1
407-0734955-7712311,Set,715.0,RAJASTHAN,1
171-1446439-8504316,Set,599.0,UTTAR PRADESH,1
404-2742017-3097107,Set,654.0,HIMACHAL PRADESH,1
403-9319366-4675531,Set,666.0,TELANGANA,1
408-1454365-9320327,kurta,459.0,RAJASTHAN,1
405-7812351-9409134,kurta,458.0,ANDHRA PRADESH,1
407-9556485-5636368,kurta,685.0,MAHARASHTRA,1
407-3069653-3316340,Ethnic Dress,845.0,UTTAR PRADESH,1
407-5927860-6825117,Set,824.0,MAHARASHTRA,1
405-8442331-4444344,kurta,458.0,JAMMU & KASHMIR,1
402-2055366-8121928,Top,487.0,KARNATAKA,1
171-0591884-8892361,kurta,399.0,ANDHRA PRADESH,1
404-2603731-2492359,kurta,459.0,TELANGANA,1
404-2603731-2492359,kurta,399.0,TELANGANA,1
171-7014973-5244347,kurta,458.0,KARNATAKA,1
402-6214278-5833114,kurta,435.0,KERALA,1
403-6890379-1481115,kurta,442.0,DELHI,1
406-9419237-9193910,Set,725.0,MAHARASHTRA,1
402-7104637-0484366,Western Dress,791.0,ANDHRA PRADESH,1
402-5604624-3215528,Top,540.0,TAMIL NADU,1
402-5604624-3215528,Top,487.0,TAMIL NADU,1
408-9823927-1281934,kurta,432.0,TAMIL NADU,1
408-9823927-1281934,kurta,635.0,TAMIL NADU,1
171-7277647-9225128,Set,1099.0,MAHARASHTRA,1
405-4593927-0000328,Set,1099.0,UTTARAKHAND,1
407-7772023-2425157,kurta,319.0,KERALA,1
404-8572193-2839561,kurta,442.0,RAJASTHAN,1
407-6939089-1537123,kurta,458.0,MAHARASHTRA,1
404-6948545-7291516,Top,487.0,KARNATAKA,1
404-2236859-4034766,kurta,376.0,KARNATAKA,1
403-4728291-6201133,kurta,399.0,DELHI,1
171-4829759-7276307,Set,666.0,WEST BENGAL,1
407-0501514-9592363,kurta,442.0,MAHARASHTRA,1
408-0235623-6777169,kurta,568.0,GUJARAT,1
171-9945479-3693938,kurta,459.0,KARNATAKA,1
171-4231942-4178761,kurta,459.0,KARNATAKA,1
171-4231942-4178761,kurta,459.0,KARNATAKA,1
402-6811711-0713128,Top,487.0,KARNATAKA,1
171-3735683-9566761,kurta,435.0,KERALA,1
402-8444832-4083501,Set,1099.0,TELANGANA,1
403-3814361-9265146,Top,387.0,GUJARAT,1
402-4125117-0933108,kurta,393.0,MAHARASHTRA,1
406-4656922-1320367,Set,635.0,KARNATAKA,1
404-0260831-4696339,kurta,399.0,BIHAR,1
408-5058740-6158755,Set,666.0,ANDHRA PRADESH,1
407-3625094-6531543,kurta,329.0,TELANGANA,1
405-3199110-8543516,kurta,406.0,WEST BENGAL,1
171-9446158-9170726,Set,599.0,TELANGANA,1
403-6039515-6350739,Western Dress,744.0,DELHI,1
171-8998979-4555540,Set,563.0,TELANGANA,1
405-4024381-8213142,kurta,487.0,MAHARASHTRA,1
402-7594568-6797168,Set,612.0,TELANGANA,1
402-7002521-4403512,Top,463.0,KERALA,1
171-9463409-0530732,Set,496.0,MAHARASHTRA,1
404-6327327-5317931,kurta,399.0,ANDHRA PRADESH,1
406-2888190-8554707,kurta,399.0,TELANGANA,1
402-4442029-9654749,Set,1112.0,MAHARASHTRA,1
171-9971867-0049912,kurta,376.0,UTTAR PRADESH,1
407-7104141-8322721,kurta,442.0,ANDHRA PRADESH,1
405-9357365-6048342,kurta,432.0,TELANGANA,1
405-9030073-4428309,Set,1338.0,TELANGANA,1
171-4970874-2361921,Set,1299.0,MAHARASHTRA,1
407-7536707-9641158,Western Dress,744.0,KARNATAKA,1
171-8026246-2244339,kurta,368.0,MAHARASHTRA,1
407-5512922-1017131,Set,824.0,TELANGANA,1
404-4850852-1051543,Set,968.0,ODISHA,1
408-9338456-3970718,Blouse,0.0,UTTAR PRADESH,1
171-0998262-4009138,Set,916.0,ASSAM,1
407-1106081-8339549,Saree,819.0,PUDUCHERRY,1
406-4272047-6672315,Top,487.0,BIHAR,1
405-5971645-4953925,Set,1133.0,TAMIL NADU,1
404-1287419-5957960,Set,696.0,ANDHRA PRADESH,1
407-7730882-3240332,kurta,352.0,ODISHA,1
171-9998126-0070740,Western Dress,744.0,KERALA,1
408-6470580-6185147,Set,597.0,BIHAR,1
402-1425273-5885106,Set,788.0,KARNATAKA,1
405-0182533-8089922,kurta,487.0,KARNATAKA,1
407-2693089-2273915,Set,1221.0,GUJARAT,1
408-4323490-4065148,Set,1112.0,WEST BENGAL,1
404-6180783-0232335,kurta,353.0,TELANGANA,1
404-6180783-0232335,Set,597.0,TELANGANA,1
403-9386438-5021104,Set,1432.0,BIHAR,1
405-1474158-3832363,kurta,399.0,KERALA,1
405-1474158-3832363,kurta,399.0,KERALA,1
408-5930316-1228344,Set,1140.0,MAHARASHTRA,1
408-9153542-6724360,kurta,635.0,UTTAR PRADESH,1
407-7334254-3440338,Western Dress,807.0,KARNATAKA,1
407-8528351-1532307,Set,477.0,MADHYA PRADESH,1
402-7777726-3004319,kurta,376.0,KERALA,1
403-5858803-4786741,Western Dress,825.0,MAHARASHTRA,1
408-6560316-4326758,Set,0.0,UTTAR PRADESH,1
171-3784767-6075547,Set,788.0,KERALA,1
403-8689214-5984333,Set,478.0,TAMIL NADU,1
402-2379252-5068345,Western Dress,744.0,DELHI,1
402-9359174-3933911,Top,487.0,UTTARAKHAND,1
404-0814480-8157169,kurta,399.0,TAMIL NADU,1
406-1719672-6593146,kurta,319.0,ANDHRA PRADESH,1
406-1719672-6593146,Set,788.0,ANDHRA PRADESH,1
404-0648048-1547512,Set,597.0,ANDHRA PRADESH,1
404-6187428-2677125,Set,696.0,KARNATAKA,1
403-0640960-1142743,Set,968.0,HARYANA,1
171-4908756-6825934,Set,453.0,JAMMU & KASHMIR,1
402-6242660-3791507,Western Dress,744.0,GUJARAT,1
403-5592001-5944335,kurta,329.0,MAHARASHTRA,1
403-6813931-5191540,kurta,471.0,UTTAR PRADESH,1
406-2764296-9821964,Set,888.0,ANDHRA PRADESH,1
407-5549009-7693120,Set,1115.0,TAMIL NADU,1
402-6166936-1377140,Set,597.0,KERALA,1
406-3022144-5742705,kurta,399.0,KARNATAKA,1
402-4461977-9541920,kurta,635.0,GUJARAT,1
402-4461977-9541920,kurta,511.0,GUJARAT,1
402-4461977-9541920,Set,654.0,GUJARAT,1
404-0186996-2812338,kurta,399.0,BIHAR,1
171-7877406-4080317,kurta,399.0,TELANGANA,1
404-5259816-3691561,kurta,533.0,KARNATAKA,1
408-4158189-1389110,Set,626.0,MAHARASHTRA,1
406-5173980-7285129,Top,487.0,UTTAR PRADESH,1
405-2447418-1302765,Set,852.0,MAHARASHTRA,1
408-9838846-5067523,Set,0.0,UTTAR PRADESH,1
408-9033203-1170738,Top,487.0,MAHARASHTRA,1
407-5144163-4853961,Set,824.0,MAHARASHTRA,1
402-2573930-5508359,Set,788.0,MAHARASHTRA,1
402-3372886-8299535,kurta,582.0,KARNATAKA,1
403-8574107-0070701,kurta,487.0,MAHARASHTRA,1
403-2971736-0791568,Set,788.0,ANDHRA PRADESH,1
406-9309540-1674740,Set,571.0,MAHARASHTRA,1
171-2782023-5710711,Western Dress,744.0,TAMIL NADU,1
171-3740843-6733149,Set,824.0,KARNATAKA,1
408-3168100-6610710,Top,599.0,KARNATAKA,1
171-4005053-3239545,kurta,376.0,ANDAMAN & NICOBAR ,1
403-2803671-6238713,Set,725.0,TAMIL NADU,1
405-2159152-3337909,kurta,375.0,WEST BENGAL,1
406-6966044-4338762,Set,654.0,UTTAR PRADESH,1
404-1367077-3327511,kurta,399.0,KERALA,1
407-6913990-5925937,Set,654.0,GUJARAT,1
171-9552812-7168342,kurta,499.0,DELHI,1
171-1478634-1301153,Set,759.0,MAHARASHTRA,1
171-0169810-1362770,Set,660.0,KARNATAKA,1
171-0169810-1362770,Top,399.0,KARNATAKA,1
405-8304079-1896309,kurta,399.0,MAHARASHTRA,1
404-4457030-2345118,Set,449.0,DELHI,1
171-2897220-4114755,Set,788.0,MAHARASHTRA,1
403-4680829-7489913,Set,788.0,UTTAR PRADESH,1
407-6254003-5107513,Set,1213.0,TAMIL NADU,1
402-4282286-9530767,kurta,399.0,ANDHRA PRADESH,1
403-8985642-1548358,Set,1099.0,BIHAR,1
408-9298258-4808330,kurta,399.0,HARYANA,1
405-9280619-7009149,kurta,399.0,TAMIL NADU,1
406-8319499-6017965,Set,696.0,BIHAR,1
402-1230289-9483549,kurta,399.0,ASSAM,1
403-7300419-3581921,Western Dress,665.0,DELHI,1
403-6401683-7695522,Set,1648.0,GUJARAT,1
403-8388360-8813924,Set,1186.0,HARYANA,1
406-2112806-6712354,kurta,599.0,TELANGANA,1
171-8841299-2917919,kurta,685.0,KARNATAKA,1
404-9917865-9936362,kurta,459.0,HARYANA,1
404-1174106-5017938,kurta,399.0,MAHARASHTRA,1
406-8355257-8200337,Set,1593.0,GUJARAT,1
406-7000104-9425902,Set,1146.0,GUJARAT,1
407-9104172-3413109,Top,665.0,KARNATAKA,1
404-8091932-3273966,kurta,399.0,ANDHRA PRADESH,1
405-9290919-2590717,kurta,442.0,GUJARAT,1
408-0234523-1281124,kurta,435.0,KERALA,1
405-4607483-1903525,kurta,280.0,UTTARAKHAND,1
405-6254396-5851529,kurta,471.0,MAHARASHTRA,1
406-4520761-3271551,Set,889.0,KERALA,1
404-0670600-6573131,kurta,499.0,MAHARASHTRA,1
406-2045934-1004316,Western Dress,721.0,ODISHA,1
402-0526211-6588354,kurta,353.0,MAHARASHTRA,1
406-1651422-6048366,Set,635.0,KARNATAKA,1
404-1164980-0743548,Set,1186.0,ODISHA,1
406-1437794-8030720,kurta,499.0,MADHYA PRADESH,1
171-0880276-6498709,kurta,376.0,MAHARASHTRA,1
404-7443619-0957909,Set,950.0,MAHARASHTRA,1
403-9270227-0071534,Set,788.0,KARNATAKA,1
405-6229345-6237143,Set,666.0,KARNATAKA,1
404-9965747-0974710,kurta,295.0,TAMIL NADU,1
404-3900344-0708318,Set,939.0,NAGALAND,1
406-7912142-7944357,Set,852.0,DELHI,1
404-4492242-5541963,kurta,376.0,TELANGANA,1
171-7727765-4369962,Set,666.0,ANDHRA PRADESH,1
402-1923558-1339568,Set,666.0,ANDHRA PRADESH,1
404-1190035-3868339,Top,523.0,DELHI,1
408-8822466-2349902,Set,1146.0,TAMIL NADU,1
406-0214474-1670742,Set,788.0,MAHARASHTRA,1
406-0214474-1670742,Western Dress,791.0,MAHARASHTRA,1
406-1502574-7093952,kurta,696.0,KARNATAKA,1
407-0805656-3355558,kurta,399.0,MAHARASHTRA,1
406-5092285-9522713,kurta,368.0,UTTAR PRADESH,1
404-8286140-4504316,Set,1146.0,MAHARASHTRA,1
408-8019500-4688352,Set,817.0,WEST BENGAL,1
404-5521489-9873928,kurta,362.0,MAHARASHTRA,1
406-3351689-9041932,kurta,487.0,TELANGANA,1
171-5961123-5031518,Western Dress,665.0,DELHI,1
403-0611327-5153140,Set,635.0,KARNATAKA,1
406-6263941-2252334,Set,763.0,MAHARASHTRA,1
171-1979104-0682715,Set,635.0,KERALA,1
171-7718922-7643545,Set,939.0,KARNATAKA,1
404-5077872-7569968,Western Dress,859.0,GUJARAT,1
405-6127335-8537150,kurta,549.0,MAHARASHTRA,1
406-4525499-1553934,Set,788.0,TAMIL NADU,1
171-8813078-0005158,Top,574.0,MAHARASHTRA,1
402-3348002-0992302,Western Dress,791.0,TELANGANA,1
403-7197018-2393951,kurta,399.0,MAHARASHTRA,1
402-4737370-4080349,Set,788.0,MAHARASHTRA,1
403-2103834-8122743,Top,568.0,MAHARASHTRA,1
408-6874388-5048367,kurta,471.0,KERALA,1
408-1385262-8585167,kurta,376.0,KERALA,1
171-9297827-9621163,kurta,579.0,UTTAR PRADESH,1
403-3826563-4426765,kurta,435.0,MAHARASHTRA,1
405-4410132-6852302,Western Dress,791.0,DELHI,1
403-8916935-6475565,kurta,471.0,TELANGANA,1
405-2837298-4973148,Top,665.0,WEST BENGAL,1
402-6012736-9588338,kurta,376.0,TELANGANA,1
404-8745043-1877167,Set,759.0,WEST BENGAL,1
171-4380968-9875511,Set,916.0,ASSAM,1
171-0727904-3890756,kurta,635.0,MAHARASHTRA,1
407-3313534-3404351,Set,1338.0,WEST BENGAL,1
407-9441147-5889124,Set,563.0,BIHAR,1
405-3228034-2732322,Blouse,625.0,MADHYA PRADESH,1
403-9115284-9361147,Set,1099.0,MAHARASHTRA,1
171-1204648-5887558,Set,666.0,KARNATAKA,1
406-1053701-6542746,Western Dress,791.0,MAHARASHTRA,1
402-8295586-2895553,Set,635.0,WEST BENGAL,1
407-7268457-2258745,Set,788.0,KARNATAKA,1
403-2859783-8917924,Set,1186.0,UTTAR PRADESH,1
408-4097217-4063555,Set,455.0,TELANGANA,1
404-2690744-8845169,Western Dress,899.0,ODISHA,1
171-1585949-4069941,Set,950.0,ASSAM,1
405-3455707-4040328,Set,612.0,GUJARAT,1
408-5163366-7435511,kurta,442.0,UTTAR PRADESH,1
408-2178332-3281104,Set,788.0,KARNATAKA,1
405-6988105-5835502,kurta,635.0,KERALA,1
404-9439856-0349915,Set,1338.0,UTTAR PRADESH,1
403-6679899-7266723,Top,518.0,HARYANA,1
405-3296680-2092303,Western Dress,771.0,UTTAR PRADESH,1
408-6148691-7042763,Saree,899.0,HARYANA,1
404-3276446-1785157,Set,635.0,WEST BENGAL,1
402-7133979-6284333,Set,666.0,TELANGANA,1
408-0577260-1805964,Western Dress,885.0,ASSAM,1
404-7682890-6502761,Set,968.0,RAJASTHAN,1
404-4292755-4736303,Top,518.0,KARNATAKA,1
405-8213737-9674764,Top,267.0,DELHI,1
406-4393128-5629912,Top,518.0,DELHI,1
408-3104914-9490754,kurta,487.0,MAHARASHTRA,1
406-1842397-6510706,kurta,432.0,MAHARASHTRA,1
171-5187862-8564334,Top,518.0,MAHARASHTRA,1
404-9523950-5697151,Set,771.0,KARNATAKA,1
404-8540214-8125160,Top,359.0,KARNATAKA,1
406-7365128-0756336,kurta,471.0,KARNATAKA,1
408-6096559-3389101,Set,635.0,TAMIL NADU,1
404-9621364-6708356,Western Dress,791.0,KERALA,1
407-6199504-4778758,Top,297.0,TELANGANA,1
403-6512111-6497925,Set,1099.0,HARYANA,1
405-1764324-9333168,Top,518.0,TELANGANA,1
408-7605245-4309903,kurta,442.0,MAHARASHTRA,1
408-8050115-0779557,Set,597.0,CHHATTISGARH,1
171-4400788-8911549,Top,339.0,MAHARASHTRA,1
404-8999662-5943548,kurta,435.0,TAMIL NADU,1
406-6604176-4397923,Set,788.0,MAHARASHTRA,1
406-5697404-4126712,Set,824.0,MAHARASHTRA,1
171-2099308-6005156,Set,545.0,TAMIL NADU,1
408-6804335-3039538,Set,612.0,CHANDIGARH,1
402-6697165-3536368,Set,788.0,UTTAR PRADESH,1
171-0966996-3200340,kurta,399.0,ASSAM,1
404-8544035-6595561,Top,560.0,GOA,1
171-0682801-2017135,kurta,471.0,RAJASTHAN,1
171-4477015-2708348,kurta,635.0,WEST BENGAL,1
404-9117259-2548337,kurta,399.0,MAHARASHTRA,1
171-6966870-2049121,kurta,399.0,MAHARASHTRA,1
402-4651778-4259505,Set,759.0,TAMIL NADU,1
403-7688029-3506706,Set,1299.0,TAMIL NADU,1
403-3588949-9453135,Set,737.0,TAMIL NADU,1
406-3536411-9751506,Saree,719.0,DELHI,1
404-5569076-6477951,Set,597.0,MAHARASHTRA,1
407-6014076-6959530,kurta,399.0,GUJARAT,1
405-1970534-0847521,kurta,518.0,HARYANA,1
404-7089451-7537963,Top,463.0,UTTAR PRADESH,1
403-3833371-4185950,kurta,517.0,KERALA,1
405-3051028-7888319,Set,599.0,DELHI,1
407-3051875-5620359,kurta,517.0,TAMIL NADU,1
407-7801903-2094711,Set,847.0,KARNATAKA,1
402-7419795-8832343,Set,1299.0,UTTAR PRADESH,1
402-0098691-9703546,Set,563.0,JAMMU & KASHMIR,1
405-1585172-0548305,Set,597.0,ANDHRA PRADESH,1
408-3345323-2587537,Set,1112.0,JHARKHAND,1
408-8649090-1325947,kurta,376.0,PUDUCHERRY,1
405-9749216-4056336,Set,788.0,MAHARASHTRA,1
403-2251997-0722715,Top,545.0,KARNATAKA,1
402-0045570-4848362,Set,1338.0,ASSAM,1
407-1262717-3125101,kurta,429.0,ASSAM,1
408-0669618-4967534,kurta,352.0,DELHI,1
171-9916515-6756331,Top,387.0,KARNATAKA,1
404-7671334-6514760,kurta,399.0,DELHI,1
406-2867469-8047535,Top,512.0,WEST BENGAL,1
402-5875524-0165161,Top,599.0,HARYANA,1
402-5875524-0165161,Top,487.0,HARYANA,1
402-5787864-2147519,Set,696.0,WEST BENGAL,1
171-5769331-1276350,Set,597.0,WEST BENGAL,1
408-1276142-4174768,Set,597.0,RAJASTHAN,1
407-3881664-2192312,Set,788.0,MAHARASHTRA,1
402-1344996-1941123,kurta,406.0,HARYANA,1
407-9658439-2113941,kurta,376.0,KARNATAKA,1
